Date,Price_BTC_LogReturn,Price_XRP_LogReturn,Price_BNB_LogReturn,Price_Cardano_LogReturn,Price_Dogecoin_LogReturn,Price_ETH_LogReturn,Price_Solana_LogReturn,Price_STETH_LogReturn,Price_USDt_LogReturn,Price_USDC_LogReturn,VYTIndex,YTIndex
2015-01-01,,,,,,,,,,,,
2015-01-02,0.003815584915321269,,,,,,,,,,,
2015-01-03,-0.11098297782511544,,,,,,,,,,,
2015-01-04,-0.08585150831136809,,,,,,,,,,,
2015-01-05,0.05414856506988943,,,,,,,,,,,
2015-01-06,0.04368757734610095,,,,,,,,,,,
2015-01-07,0.03984043375996357,,,,,,,,,,,
2015-01-08,-0.039139908337270206,,,,,,,,,,,
2015-01-09,0.024897551621727087,,,,,,,,,,,
2015-01-10,-0.06271868442058519,,,,,,,,,,,
2015-01-11,-0.03252319170556006,,,,,,,,,,,
2015-01-12,0.005245422293062351,,,,,,,,,,,
2015-01-13,-0.15228396283941817,,,,,,,,,,,
2015-01-14,-0.22663091317462547,,,,,,,,,,,
2015-01-15,0.17253951600047193,,,,,,,,,,,
2015-01-16,-0.05184950155277913,,,,,,,,,,,
2015-01-17,-0.026969028462138396,,,,,,,,,,,
2015-01-18,0.04233178860100319,,,,,,,,,,,
2015-01-19,0.015599465465102155,,,,,,,,,,,
2015-01-20,0.022264370497399506,,,,,,,,,,,
2015-01-21,0.033825096153644096,,,,,,,,,,,
2015-01-22,0.003541393696758756,,,,,,,,,,,
2015-01-23,0.03772396150466729,0.0,,,,,,,,,,
2015-01-24,0.021053409197832263,0.08388148398070203,,,,,,,,,,
2015-01-25,0.05866191264858603,-0.02325686216426712,,,,,,,,,,
2015-01-26,0.07565042495900783,-0.14536585027152554,,,,,,,,,,
2015-01-27,-0.04051845832123313,0.05299253014051038,,,,,,,,,,
2015-01-28,-0.11017735853688497,-0.032789822822990956,,,,,,,,,,
2015-01-29,-0.004669929947308304,-0.10536051565782628,,,,,,,,,,
2015-01-30,-0.025426924684709196,0.10536051565782635,,,,,,,,,,
2015-01-31,-0.04783034558869984,0.0,,,,,,,,,,
2015-02-01,0.04739375968348972,-0.10536051565782628,,,,,,,,,,
2015-02-02,0.03770798070244194,-0.014925650216675706,,,,,,,,,,
2015-02-03,-0.039456232895971284,0.10686314554236144,,,,,,,,,,
2015-02-04,-0.006583302249197448,-0.055569851154810765,,,,,,,,,,
2015-02-05,-0.0464151795460216,0.11460338273900357,,,,,,,,,,
2015-02-06,0.029092960941664556,-0.012820688429061321,,,,,,,,,,
2015-02-07,0.025653773047083824,-0.05299253014051034,,,,,,,,,,
2015-02-08,-0.022075951699199847,-0.02758795651882894,,,,,,,,,,
2015-02-09,-0.013030963991639251,-0.05756985182147782,,,,,,,,,,
2015-02-10,-0.0009049774373291173,0.078331843269907,,,,,,,,,,
2015-02-11,-0.004992068456550528,0.0,,,,,,,,,,
2015-02-12,0.011759520406906258,-0.020761991448429128,,,,,,,,,,
2015-02-13,0.059777881715039824,0.006968669316093215,,,,,,,,,,
2015-02-14,0.08559854827199714,-0.1823215567939546,,,,,,,,,,
2015-02-15,-0.08644600594983494,0.0,,,,,,,,,,
2015-02-16,-0.009797735459557358,0.2297880940328783,,,,,,,,,,
2015-02-17,0.04355797433912994,-0.14974538635934195,,,,,,,,,,
2015-02-18,-0.03206604110033965,0.14310084364067344,,,,,,,,,,
2015-02-19,0.016369725453020952,-0.13543797089510412,,,,,,,,,,
2015-02-20,0.017743399269043576,0.0,,,,,,,,,,
2015-02-21,0.00448888735806073,0.0,,,,,,,,,,
2015-02-22,-0.0377559883409997,0.0,,,,,,,,,,
2015-02-23,0.012187585191885208,0.06644509940815276,,,,,,,,,,
2015-02-24,0.0012523483164658734,-0.04380262265839289,,,,,,,,,,
2015-02-25,-0.0071174677688638785,0.04380262265839284,,,,,,,,,,
2015-02-26,-0.0046325625067349,-0.07410797215372196,,,,,,,,,,
2015-02-27,0.07362543399368629,-0.0717439048588413,,,,,,,,,,
2015-02-28,0.002741337138714735,-0.025105921131076358,,,,,,,,,,
2015-03-01,0.02586517477279294,-0.07020425867324857,,,,,,,,,,
2015-03-02,0.05522989555179846,-0.5108256237659907,,,,,,,,,,
2015-03-03,0.023169812104209944,0.25299651446389104,,,,,,,,,,
2015-03-04,-0.03769967179191993,0.3448404862917294,,,,,,,,,,
2015-03-05,0.015971301378731394,0.0,,,,,,,,,,
2015-03-06,-0.016337266616118836,-0.14310084364067344,,,,,,,,,,
2015-03-07,0.013813378490703599,-0.009661910911736859,,,,,,,,,,
2015-03-08,-0.005066967047834955,-0.04976150955906394,,,,,,,,,,
2015-03-09,0.05437272803198891,0.0,,,,,,,,,,
2015-03-10,0.005824926526347631,-0.03109058707003112,,,,,,,,,,
2015-03-11,0.013573333598935986,-0.2100714697468569,,,,,,,,,,
2015-03-12,-0.003714338222729351,0.33832580527053585,,,,,,,,,,
2015-03-13,-0.042500782237575856,-0.009302392662313674,,,,,,,,,,
2015-03-14,-0.002473936586043762,0.03670136685042796,,,,,,,,,,
2015-03-15,0.015101252736891854,-0.046091107200266976,,,,,,,,,,
2015-03-16,0.014876593335211737,-0.00947874395454377,,,,,,,,,,
2015-03-17,-0.020469058103076518,0.0,,,,,,,,,,
2015-03-18,-0.1032985389317558,-0.028987536873252298,,,,,,,,,,
2015-03-19,0.017720032225967488,0.06637506894487259,,,,,,,,,,
2015-03-20,0.0011448198159332513,-0.37385976869283327,,,,,,,,,,
2015-03-21,-0.006504710136177782,0.297632403304949,,,,,,,,,,
2015-03-22,0.03136474745557295,-0.00995033085316798,,,,,,,,,,
2015-03-23,-0.005970166986503908,-0.030459207484708574,,,,,,,,,,
2015-03-24,-0.08266590573012778,0.02040887163120725,,,,,,,,,,
2015-03-25,-0.0004065867102158864,-0.07333127308554975,,,,,,,,,,
2015-03-26,0.013330837691151223,-0.07913732055872374,,,,,,,,,,
2015-03-27,-0.010893793430553283,0.03468555798789011,,,,,,,,,,
2015-03-28,0.025632160193174665,0.011299555253933247,,,,,,,,,,
2015-03-29,-0.04240489948076005,-0.06979576193554185,,,,,,,,,,
2015-03-30,0.02243618484598542,-0.012121360532344737,,,,,,,,,,
2015-03-31,-0.014628460777449963,-0.06291382541056932,,,,,,,,,,
2015-04-01,0.010586418087439015,0.025642430613337652,,,,,,,,,,
2015-04-02,0.025196293918887266,-0.012739025777429937,,,,,,,,,,
2015-04-03,0.003941668485332465,0.13192754304254806,,,,,,,,,,
2015-04-04,-0.002363136192282779,0.05465841253786419,,,,,,,,,,
2015-04-05,0.026844638630350692,-0.0659579677917974,,,,,,,,,,
2015-04-06,-0.01898913869004188,0.0,,,,,,,,,,
2015-04-07,-0.007461255898143601,0.033522692038643644,,,,,,,,,,
2015-04-08,-0.03530250264711405,0.01092907053219023,,,,,,,,,,
2015-04-09,-0.00532242812238009,0.0,,,,,,,,,,
2015-04-10,-0.03127209174427471,0.0,,,,,,,,,,
2015-04-11,0.0033826670732726456,-0.1397619423751586,,,,,,,,,,
2015-04-12,-0.002112825632796629,0.0,,,,,,,,,,
2015-04-13,-0.04942488332752298,0.0368139731227164,,,,,,,,,,
2015-04-14,-0.02156417791584064,0.0,,,,,,,,,,
2015-04-15,0.017109827566460404,0.0,,,,,,,,,,
2015-04-16,0.01989015847921963,0.0,,,,,,,,,,
2015-04-17,-0.02705864795783205,0.0,,,,,,,,,,
2015-04-18,0.0031425390620594433,0.0,,,,,,,,,,
2015-04-19,-0.0040422242329572425,0.0,,,,,,,,,,
2015-04-20,0.008960633432530004,-0.8353216693404879,,,,,,,,,,
2015-04-21,0.05044547746521103,0.0,,,,,,,,,,
2015-04-22,-0.007235613606405563,0.10536051565782635,,,,,,,,,,
2015-04-23,0.008083430528745075,0.7299611536826617,,,,,,,,,,
2015-04-24,-0.01968399026603384,-0.036813973122716316,,,,,,,,,,
2015-04-25,-0.02317043547565204,0.0,,,,,,,,,,
2015-04-26,-0.028714399893359697,-0.025317807984289897,,,,,,,,,,
2015-04-27,0.03576599367912947,0.03774032798284711,,,,,,,,,,
2015-04-28,-0.010596125631495045,-0.0506437328187548,,,,,,,,,,
2015-04-29,-0.00044395117266350263,-0.013072081567352775,,,,,,,,,,
2015-04-30,0.04726654782593195,0.1119179162039854,,,,,,,,,,
2015-05-01,-0.018380513185815787,0.0,,,,,,,,,,
2015-05-02,0.01285915704828996,-0.011834457647003022,,,,,,,,,,
2015-05-03,0.024817256835084713,-0.07410797215372185,,,,,,,,,,
2015-05-04,-0.009182034460630343,0.050010420574661416,,,,,,,,,,
2015-05-05,-0.010961323914766485,-0.05001042057466154,,,,,,,,,,
2015-05-06,-0.028376796549770555,-0.012903404835907841,,,,,,,,,,
2015-05-07,0.03429397357785909,0.012903404835907782,,,,,,,,,,
2015-05-08,0.029890145473208694,-0.1520162072986256,,,,,,,,,,
2015-05-09,-0.008213598537388856,0.1520162072986255,,,,,,,,,,
2015-05-10,-0.00786590683695938,-0.1520162072986256,,,,,,,,,,
2015-05-11,0.007865906836959318,0.0,,,,,,,,,,
2015-05-12,-0.0028907721968455336,0.11279549414534429,,,,,,,,,,
